Running benchmark 638 with O3
Check determinism flag for 638/wand/magick-property.bc
Change in queries per pass for 638/wand/magick-property.bc
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 78JumpThreadingPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 3 vs 2
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 146LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 364 vs 364
MayAlias: 15 vs 19
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 148LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 43 vs 31
MayAlias: 6 vs 6
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 39GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 39DSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 41 vs 78
MayAlias: 28 vs 28
MustAlias: 0 vs 0
PartialAlias: 5 vs 5
Pass 156LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 15 vs 19
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 40GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 41GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 96EarlyCSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 40 vs 50
MayAlias: 18 vs 21
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 84JumpThreadingPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 3 vs 2
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 172LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 364 vs 370
MayAlias: 15 vs 19
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 174LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 43 vs 31
MayAlias: 6 vs 6
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 193LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 91 vs 92
MayAlias: 15 vs 15
MustAlias: 2 vs 2
PartialAlias: 0 vs 0
Pass 42GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 42DSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 97 vs 136
MayAlias: 59 vs 59
MustAlias: 0 vs 0
PartialAlias: 10 vs 10
Pass 205LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 15 vs 19
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 208LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 8
MayAlias: 6 vs 6
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 211LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 12 vs 15
MayAlias: 19 vs 20
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 44GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 217LICMPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 99EarlyCSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 11 vs 14
MayAlias: 10 vs 11
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 234InstCombinePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 6 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 232LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 3 vs 3
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 235InstCombinePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 6 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 45GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 236InstCombinePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 247LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 237InstCombinePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 46GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 49GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 51GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 52GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 53GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 2SLPVectorizerPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 4 vs 6
MayAlias: 4 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 4LoopVectorizePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 36 vs 37
MayAlias: 16 vs 16
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 282InstCombinePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 6 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 283InstCombinePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 284InstCombinePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 6 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 281LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 293LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 4 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 294LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 6
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 295LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 6
MayAlias: 1 vs 6
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 297LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 4 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 298LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 6
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 299LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 3
MayAlias: 1 vs 6
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 12LoopVectorizePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 3 vs 6
MayAlias: 9 vs 9
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 12SLPVectorizerPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 3 vs 4
MayAlias: 4 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 305LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 15 vs 19
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 312LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 26 vs 28
MayAlias: 18 vs 19
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 23SLPVectorizerPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 10 vs 2
MayAlias: 2 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 74LICMPass in 638/magick/quantize.bc is non-deterministic (new pass)
Pass 78LICMPass in 638/magick/quantize.bc is non-deterministic (new pass)
Pass 75JumpThreadingPass in 638/magick/quantize.bc is non-deterministic (new pass)
Pass 165LICMPass in 638/magick/quantize.bc is non-deterministic (new pass)
Pass 9SLPVectorizerPass in 638/magick/quantize.bc is non-deterministic (new pass)
Pass 10SLPVectorizerPass in 638/magick/quantize.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/attribute.bc
Change in hash for 638/magick/attribute.bc
Hash: ca21f5130723d4ce1a6f32bdd0615a147bc02f5d vs 67e1620d02121218fd103f3facf91b710c23776c
Change in queries per pass for 638/magick/attribute.bc
Pass 0GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 1GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 1DSEPass in 638/magick/attribute.bc is non-deterministic
NoAlias: 139 vs 149
MayAlias: 6 vs 6
MustAlias: 0 vs 0
PartialAlias: 5 vs 5
Pass 30LICMPass in 638/magick/attribute.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 8GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 36LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 37LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 38LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 40LICMPass in 638/magick/attribute.bc is non-deterministic
NoAlias: 3 vs 1
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 42LICMPass in 638/magick/attribute.bc is non-deterministic
NoAlias: 0 vs 2
MayAlias: 3 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 14GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 47LICMPass in 638/magick/attribute.bc is non-deterministic
NoAlias: 1 vs 0
MayAlias: 0 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 15GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 53LICMPass in 638/magick/attribute.bc is non-deterministic
NoAlias: 1 vs 0
MayAlias: 0 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 17GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 59LICMPass in 638/magick/attribute.bc is non-deterministic
NoAlias: 1 vs 0
MayAlias: 0 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 19GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 62LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 63LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 67LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 89LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 21GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 131LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 23GVNPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 145LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 146LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 147LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 150LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 151LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 152LICMPass in 638/magick/attribute.bc is non-deterministic (missing pass)
Pass 9LoopVectorizePass in 638/magick/attribute.bc is non-deterministic
NoAlias: 0 vs 8
MayAlias: 47 vs 47
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 5LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 31LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 32LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 34LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 44LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 45LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 46LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 48LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 49LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 52LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 56LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 57LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 58LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 60LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 17JumpThreadingPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 8DSEPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 70LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 71LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 72LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 75LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 77LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 79LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 81LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 86LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 92LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 98LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 101LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 102LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 106LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 128LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 170LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 184LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 185LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 186LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 189LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 190LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 192LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 194LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Pass 196LICMPass in 638/magick/attribute.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/quantum-import.bc
Change in hash for 638/magick/quantum-import.bc
Hash: 0c257dc43aa796de420e91737efcb00dc5e5013a vs 7ebbe5933aa5198785819d83b15540539a90b8ff
Change in queries per pass for 638/magick/quantum-import.bc
Pass 2GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 11GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 11DSEPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 3 vs 4
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 4LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 5 vs 4
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 13GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 14GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 14DSEPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 2
MayAlias: 3 vs 3
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 48LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 5 vs 4
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 70LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 22 vs 24
MayAlias: 14 vs 14
MustAlias: 6 vs 8
PartialAlias: 0 vs 0
Pass 71LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 22 vs 21
MayAlias: 2 vs 2
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 73LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 22 vs 21
MayAlias: 2 vs 2
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 75LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 22 vs 21
MayAlias: 2 vs 2
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 78LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 70 vs 73
MayAlias: 79 vs 79
MustAlias: 10 vs 12
PartialAlias: 0 vs 0
Pass 92LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 22 vs 24
MayAlias: 14 vs 14
MustAlias: 6 vs 8
PartialAlias: 0 vs 0
Pass 93LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 22 vs 21
MayAlias: 2 vs 2
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 95LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 22 vs 21
MayAlias: 2 vs 2
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 97LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 22 vs 21
MayAlias: 2 vs 2
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 100LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 70 vs 73
MayAlias: 79 vs 79
MustAlias: 10 vs 12
PartialAlias: 0 vs 0
Pass 112LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 22 vs 24
MayAlias: 14 vs 14
MustAlias: 6 vs 8
PartialAlias: 0 vs 0
Pass 15GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 15DSEPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 84 vs 87
MayAlias: 9 vs 9
MustAlias: 0 vs 5
PartialAlias: 0 vs 0
Pass 120LICMPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 122LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 10 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 123LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 126LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 52 vs 35
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 129LICMPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 131LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 10 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 132LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 135LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 52 vs 35
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 139LICMPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 169LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 54 vs 57
MayAlias: 26 vs 26
MustAlias: 9 vs 12
PartialAlias: 0 vs 0
Pass 180LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 35 vs 35
MayAlias: 43 vs 34
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 181LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 17 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 197LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 38 vs 41
MayAlias: 26 vs 26
MustAlias: 9 vs 12
PartialAlias: 0 vs 0
Pass 16GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 16DSEPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 157 vs 159
MayAlias: 8 vs 11
MustAlias: 1 vs 2
PartialAlias: 0 vs 0
Pass 205LICMPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 209LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 5 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 213LICMPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 214LICMPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 311LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 10 vs 11
MayAlias: 6 vs 6
MustAlias: 3 vs 4
PartialAlias: 0 vs 0
Pass 318LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 10 vs 10
MayAlias: 10 vs 9
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 319LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 4 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 19GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 19DSEPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 18 vs 18
MayAlias: 1 vs 2
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 325LICMPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 327LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 362LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 38 vs 41
MayAlias: 26 vs 26
MustAlias: 9 vs 12
PartialAlias: 0 vs 0
Pass 20GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 20DSEPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 148 vs 150
MayAlias: 0 vs 0
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 373LICMPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 374LICMPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 400LICMPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 58 vs 62
MayAlias: 42 vs 42
MustAlias: 12 vs 16
PartialAlias: 0 vs 0
Pass 21GVNPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
Pass 21DSEPass in 638/magick/quantum-import.bc is non-deterministic
NoAlias: 203 vs 206
MayAlias: 0 vs 0
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 408LICMPass in 638/magick/quantum-import.bc is non-deterministic (missing pass)
